Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações;
65422;HIDRALI AIRELA TUTTI FRUTTI 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;3;3;0;R$ 8,97; R$ -   ;Ok;
65423;HIDRALI AIRELA UVA ROXA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 9,56; R$ -   ;Ok;
72508;HIDRALI SAIS FRAMBOESA PO SOLUVEL 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;5;1;R$ 9,06;R$ 9,06;Sobra Justificada;
111477;HIDRALI SAIS TUTTI FRUTTI PO SOLUVEL 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;3;2;-1;R$ 8,91;-R$ 8,91;Similaridade;
59015;HIDRALYTE 45 AGUA DE COCO 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 9,31; R$ -   ;Ok;
56943;HIDRALYTE 45 GUARANA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;9;9;0;R$ 7,96; R$ -   ;Ok;
59368;HIDRALYTE 45 LARANJA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 8,63; R$ -   ;Ok;
56944;HIDRALYTE 45 TUTTI FRUTI 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;9;9;0;R$ 8,24; R$ -   ;Ok;
56945;HIDRALYTE 45 UVA 500ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 8,36; R$ -   ;Ok;
118572;HIDRALYTE EFF ABACAXI 10CP EFERVESCENTES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 10,08; R$ -   ;Ok;
71600;HIDRATANTE LABIAL CARMED BEIJINHOS FPS 30 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;32;31;-1;R$ 16,19;-R$ 16,19;Perda;#N/D
56929;HIDRAPLEX COCO 27,9G 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;11;11;0;R$ 11,65; R$ -   ;Ok;
118569;HIDRAPLEX EFF ABACAXI 10CP EFERVESCENTES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 13,02; R$ -   ;Ok;
118570;HIDRAPLEX EFF GUARANA 10CP EFERVESCENTES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;3;3;0;R$ 13,03; R$ -   ;Ok;
118571;HIDRAPLEX EFF LARANJA 10CP EFERVESCENTES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 13,02; R$ -   ;Ok;
56930;HIDRAPLEX GUARANA 27,9G 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;8;8;0;R$ 11,40; R$ -   ;Ok;
56931;HIDRAPLEX LARANJA 27,9G 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;7;7;0;R$ 11,81; R$ -   ;Ok;
59232;HIDRAPLEX TRADICIONAL 27,9G 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;6;6;0;R$ 11,70; R$ -   ;Ok;
56932;HIDRAPLEX TUTTI FRUTI 27,9G 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;6;6;0;R$ 11,48; R$ -   ;Ok;
56933;HIDRAPLEX UVA 27,9G 4 ENVELOPES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 11,36; R$ -   ;Ok;
69499;HIDRAT FISIOGEL AL BALSAM FAC E CORP 400G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;2;2;0;R$ 132,90; R$ -   ;Ok;
111219;HIDRATANTE CORPO/ROSTO LABOTRAT CEREJA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 12,38; R$ -   ;Ok;
119220;HIDRATANTE CORPO/ROSTO LABOTRAT HIBISCO 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 12,06; R$ -   ;Ok;
72189;HIDRATANTE CORPO/ROSTO LABOTRAT MARACUJA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 12,38; R$ -   ;Ok;
72190;HIDRATANTE CORPO/ROSTO LABOTRAT MELANCIA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;8;8;0;R$ 12,15; R$ -   ;Ok;
72191;HIDRATANTE CORPO/ROSTO LABOTRAT MORANGO 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;11;11;0;R$ 12,38; R$ -   ;Ok;
119221;HIDRATANTE CORPO/ROSTO LABOTRAT PISTACHE 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 12,06; R$ -   ;Ok;
103116;HIDRATANTE CORPO/ROSTO LABOTRAT PITAYA 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;8;8;0;R$ 12,29; R$ -   ;Ok;
71741;HIDRATANTE CORPORAL INSTANCE ALGODAO EJASMIM 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 37,31; R$ -   ;Ok;
71742;HIDRATANTE CORPORAL INSTANCE BAUNILHA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;4;0;R$ 37,17; R$ -   ;Ok;
71351;HIDRATANTE CORPORAL INSTANCE CASTANHA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 29,93; R$ -   ;Ok;
71743;HIDRATANTE CORPORAL INSTANCE CEREJA E AMENDOAS 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 34,60; R$ -   ;Ok;
66270;HIDRATANTE CORPORAL INSTANCE FRUTAS VERMELHAS 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;8;8;0;R$ 32,55; R$ -   ;Ok;
71352;HIDRATANTE CORPORAL LA PIEL ALGAS DO PACIFICO 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;14;14;0;R$ 37,93; R$ -   ;Ok;
70299;HIDRATANTE CORPORAL LA PIEL AMBAR DOURADO 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;21;21;0;R$ 39,32; R$ -   ;Ok;
103268;HIDRATANTE CORPORAL LA PIEL CRISTAIS DO HIMALAIA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 44,76; R$ -   ;Ok;
71353;HIDRATANTE CORPORAL LA PIEL LOTUS DO ORIENTE 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;8;8;0;R$ 37,93; R$ -   ;Ok;
70298;HIDRATANTE CORPORAL LA PIEL TAMARAS EGIPCIAS 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;10;10;0;R$ 38,82; R$ -   ;Ok;
62343;HIDRATANTE CREME NIVEA LATA COM 145G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 29,41; R$ -   ;Ok;
63019;HIDRATANTE CREME NIVEA LATA COM 29G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;4;0;R$ 12,00; R$ -   ;Ok;
61842;ALCOOL GEL GIOVANNA BABY BLUE 500ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;12;11;-1;R$ 16,03;-R$ 16,03;Perda;#N/D
57725;SH JOHNSONS BABY CABELOS CLAROS 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;3;2;-1;R$ 15,81;-R$ 15,81;Perda;#N/D
67150;HIDRATANTE FACIAL DERMOVANCE CALM CREME 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 31,09; R$ -   ;Ok;
64885;HIDRATANTE FACIAL EM GEL NIVEA HIALURONICO E PEPINO 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 24,26; R$ -   ;Ok;
111466;HIDRATANTE FACIAL MONANGE HIDRA ANTISSINAIS 80G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;5;5;0;R$ 18,48; R$ -   ;Ok;
111467;HIDRATANTE FACIAL MONANGE HIDRA MATTE 80G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 19,23; R$ -   ;Ok;
67165;HIDRATANTE LABIAL 2 EM 1 NIVEA HIDRA COLOR NUDE 4.8G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;5;5;0;R$ 16,11; R$ -   ;Ok;
65810;DESODORANTE AER REXONA COTTON DRY FEM 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DES AERO;6;5;-1;R$ 15,77;-R$ 15,77;Perda;#N/D
72114;HIDRATANTE LABIAL CARMED BARBIE ROSE GOLD 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;4;4;0;R$ 21,71; R$ -   ;Ok;
118994;SAB PROTEX LIMPEZA PROFUNDA LEVE6 PAGUE5 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;3;2;-1;R$ 15,74;-R$ 15,74;Perda;#N/D
71022;HIDRATANTE LABIAL CARMED BEIJOS 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;11;11;0;R$ 16,46; R$ -   ;Ok;
176;CLORTALIDONA 12,5MG C/ 60CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;1;-1;R$ 15,62;-R$ 15,62;Perda;#N/D
71023;HIDRATANTE LABIAL CARMED DENTADURAS 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;4;4;0;R$ 16,31; R$ -   ;Ok;
119226;HIDRATANTE LABIAL LABOTRAT CEREJA 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;2;2;0;R$ 12,04; R$ -   ;Ok;
119227;HIDRATANTE LABIAL LABOTRAT HIBISCO 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;2;2;0;R$ 12,04; R$ -   ;Ok;
119229;HIDRATANTE LABIAL LABOTRAT MELANCIA 10G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LABIOS;1;1;0;R$ 12,04; R$ -   ;Ok;
103538;TADALAFILA 20MG C/4 CP(BIO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;13;17;4;R$ 4,32;R$ 17,28;Sobra;
102079;HIDRATANTE LIMA DA PERSIA DIA  UNIDADE;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LINHA CORPORAL;4;4;0;R$ 12,37; R$ -   ;Ok;
65901;HIDRATANTE MONANGE ALGODAO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 7,50; R$ -   ;Ok;
61669;HIDRATANTE MONANGE EXTRATO OLIVA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 7,49; R$ -   ;Ok;
61548;HIDRATANTE MONANGE FLOR LAVANDA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;7;7;0;R$ 6,96; R$ -   ;Ok;
61810;HIDRATANTE MONANGE FRUTAS VERMELHAS 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;7;7;0;R$ 7,40; R$ -   ;Ok;
62088;HIDRATANTE MONANGE IOGURTE COM AVEIA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;7;7;0;R$ 7,47; R$ -   ;Ok;
67149;HIDRATANTE NIVEA BELEZA RADIANTE PELE UNIFORME 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 14,81; R$ -   ;Ok;
67148;HIDRATANTE NIVEA CUIDADO INTENSO PELE NEGRA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 17,72; R$ -   ;Ok;
63101;HIDRATANTE NIVEA FIRMADOR Q10 VITAMINA C PELE SECA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;7;7;0;R$ 30,84; R$ -   ;Ok;
57750;HIDRATANTE NIVEA MILK PELE SECA A EXTRA SECA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;12;12;0;R$ 11,24; R$ -   ;Ok;
48;HIDROCLOROTIAZIDA  50MG C/20CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 2,66; R$ -   ;Ok;
77139;HIDROCLOROTIAZIDA 25MG 30CP (MEDLEY) FP;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;51;51;0;R$ 1,53; R$ -   ;Ok;
56937;MAXALGINA GTS 500MG/ML 10ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;878;888;10;R$ 1,71;R$ 17,10;Sobra;
63645;MAMAD LOLLY BIG COL 330 ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;6;7;1;R$ 16,84;R$ 16,84;Sobra;
715;HIDROCORTISONA 1% POM DERM 30G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 22,78; R$ -   ;Ok;
134;HIDROCORTISONA CR DERM 10MG/G 15G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;3;3;0;R$ 6,09; R$ -   ;Ok;
468;HIDROCORTISONA CR DERM 10MG/G 30G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;3;3;0;R$ 8,92; R$ -   ;Ok;
153;HIDROCORTISONA CREME 10MG/G 20G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;6;6;0;R$ 6,72; R$ -   ;Ok;
106428;HIDROQUINONA CREME 40MG/G 30G;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;3;3;0;R$ 47,12; R$ -   ;Ok;
1549;HIDROQUINONA GEL DERM 40MG/30G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;4;4;0;R$ 39,92; R$ -   ;Ok;
108423;HIDRORAL LARANJA 500ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;8;8;0;R$ 9,20; R$ -   ;Ok;
108425;HIDRORAL LIMAO 500ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;6;6;0;R$ 8,22; R$ -   ;Ok;
108422;HIDRORAL NATURAL 500ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;4;4;0;R$ 8,87; R$ -   ;Ok;
108419;HIDRORAL PO TRADICIONAL 27,9G C/4 ENV;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;3;3;0;R$ 9,11; R$ -   ;Ok;
108420;HIDRORAL PO UVA 27,9G C/4 ENV;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;4;4;0;R$ 8,90; R$ -   ;Ok;
644;LEVOTIROXINA SODICA 175MCG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;3;1;R$ 16,81;R$ 16,81;Sobra;
64412;HIDROXICLOROQUINA 400MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;3;0;R$ 73,56; R$ -   ;Ok;
240;HIDROXIDO DE ALUMINIO 61,5 MG/ML SUSP 240ML;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;4;4;0;R$ 17,33; R$ -   ;Ok;
1076;HIDROXIZINA 25MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;7;7;0;R$ 30,40; R$ -   ;Ok;
824;HIPOGLOS AMENDOAS 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;4;4;0;R$ 22,73; R$ -   ;Ok;
57781;GEL DENT MALVATRIKIDS  TUTTI FRUTI C/70G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;8;7;-1;R$ 15,41;-R$ 15,41;Perda;#N/D
61191;FR GER CONFORT MASTER  M C/8UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;10;9;-1;R$ 15,40;-R$ 15,40;Perda;#N/D
72035;HIPOGLOS ORIGINAL 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;7;7;0;R$ 20,32; R$ -   ;Ok;
64999;HIPOGLOS TRANPARENTE 120G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;5;5;0;R$ 57,26; R$ -   ;Ok;
65000;HIPOGLOS TRANSPARENTE 30G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 22,43; R$ -   ;Ok;
59059;HIRUDOID  GEL 500MG 40G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 37,01; R$ -   ;Ok;
58130;HIRUDOID GEL 300MG 40G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 33,98; R$ -   ;Ok;
59058;HIRUDOID POM  3MG 40G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 34,02; R$ -   ;Ok;
68052;HISBILA 20MG  C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 99,46; R$ -   ;Ok;
66201;HISBILA 20MG C/ 15CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 50,72; R$ -   ;Ok;
1489;HISTADIN 1 MG/ML XPE 100 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;2;2;0;R$ 8,64; R$ -   ;Ok;
1109;HISTADIN 10MG C/ 12CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;5;5;0;R$ 1,18; R$ -   ;Ok;
128;HISTAMIN 2MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;10;10;0;R$ 5,28; R$ -   ;Ok;
375;HISTAMIN CR 10MG/30G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;4;4;0;R$ 9,44; R$ -   ;Ok;
337;HISTAMIN XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;4;4;0;R$ 11,55; R$ -   ;Ok;
1757;HIXIZINE 25MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 47,65; R$ -   ;Ok;
1777;HIXIZINE XPE 120ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;4;4;0;R$ 47,25; R$ -   ;Ok;
57270;HIZOFITO 150MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 79,78; R$ -   ;Ok;
68053;HOLMES 20MG  C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 37,33; R$ -   ;Ok;
65016;HOLMES 40MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 42,01; R$ -   ;Ok;
60757;HOLMES H  40/25MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 65,68; R$ -   ;Ok;
60369;HOLMES H 20/12,5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 58,65; R$ -   ;Ok;
60368;HOLMES H 40/12,5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 65,67; R$ -   ;Ok;
68054;HOMINUS 2MG + 5MG  C/60CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 152,78; R$ -   ;Ok;
61501;HOMINUS 2MG+5G C/30CAPS GEL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 129,41; R$ -   ;Ok;
62708;HOXIDRIN  2MG/ML 100ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;5;5;0;R$ 6,17; R$ -   ;Ok;
119079;HPMIX 40MG/ML SUSPENSAO 125ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 87,72; R$ -   ;Ok;
56014;HYABAK COLIRIO 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;2;2;0;R$ 59,29; R$ -   ;Ok;
71669;HYADROP HIALURONATO 0,15% LUF OFT 10 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 23,32; R$ -   ;Ok;
64700;HYALUFEM 5MG/3G GEL C/ 24 G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 97,89; R$ -   ;Ok;
57707;HYLO GEL 10ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 97,20; R$ -   ;Ok;
72060;HYSTALOR  HYSTALOR 0,5MG/ML 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 14,23; R$ -   ;Ok;
75;HYSTIN 2MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;3;3;0;R$ 1,99; R$ -   ;Ok;
519;HYSTIN 2MG/5ML 120 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;4;4;0;R$ 5,62; R$ -   ;Ok;
948;HYTOS PLUS GTS 15 ML;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;4;4;0;R$ 28,57; R$ -   ;Ok;
869;HYTOS PLUS XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;5;5;0;R$ 24,60; R$ -   ;Ok;
64670;IBAN 150MG C/ 1 CP REV;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 41,56; R$ -   ;Ok;
67047;IBANDRONATO 150MG C/1CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;3;3;0;R$ 26,02; R$ -   ;Ok;
57337;IBANDRONATO DE SODIO 150 MG C/1CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;5;5;0;R$ 17,21; R$ -   ;Ok;
67046;IBANDRONATO SODI 150MG C/ 1CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;4;4;0;R$ 13,89; R$ -   ;Ok;
67048;IBANDRONATO SODIO 150MG C/ 3CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;4;4;0;R$ 30,51; R$ -   ;Ok;
57350;IBERSARTANA+HCT 300/12,5MG C/30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;4;4;0;R$ 72,02; R$ -   ;Ok;
57349;IBERSARTANA+HIDROCLOROTIA 150+12,5 MG C/30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 73,97; R$ -   ;Ok;
1449;TORSILAX C/ 30CP;PRINCIPAL > 3 - SIMILARES > SIM RX SEM ONE;4;3;-1;R$ 15,25;-R$ 15,25;Perda;#N/D
57165;IBUFLEX 400MG C/8CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;1;1;0;R$ 1,45; R$ -   ;Ok;
60993;IBUPRIL  100MG GTS 20ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 3,29; R$ -   ;Ok;
59061;IBUPRIL  50MG GTS 30ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 3,79; R$ -   ;Ok;
61380;HELMIZOL GEL VAG 50G/APL;PRINCIPAL > 3 - SIMILARES > SIM ANTIM SEM ONE;6;4;-2;R$ 7,62;-R$ 15,24;Perda;#N/D
61220;ESC DENT ORAL-B 5 ACOES LIMP MC40 L2P1;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ESCOVAS DENTAIS ADUL;2;3;1;R$ 16,62;R$ 16,62;Sobra;
